metric_id,asset_name,asset_type,metric_group_type,metric_type,task_name,metric_value,asset_value,count_tests,count_open_alerts,count_breaking_alerts
429,cr-ml-waf-dlr-agg-app,task,resources,executor_max_off_heap_used_memory,cr-ml-waf-dlr-agg-app,3.037353515625,,,,
430,cr-ml-waf-dlr-agg-app,task,resources,num_executors,cr-ml-waf-dlr-agg-app,150,,,,
431,cr-ml-waf-dlr-agg-app,task,resources,broadcasts_numOutputRows,cr-ml-waf-dlr-agg-app,282285,,,,
432,cr-ml-waf-dlr-agg-app,task,resources,broadcasts_buildTime,cr-ml-waf-dlr-agg-app,120,,,,
433,cr-ml-waf-dlr-agg-app,task,resources,broadcasts_broadcastTime,cr-ml-waf-dlr-agg-app,91,,,,
434,cr-ml-waf-dlr-agg-app,task,resources,broadcasts_dataSize,cr-ml-waf-dlr-agg-app,83886064,,,,
435,cr-ml-waf-dlr-agg-app,task,resources,broadcasts_collectTime,cr-ml-waf-dlr-agg-app,2211,,,,
436,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,tf,time,duration,cr-ml-waf-dlr-agg-app,25,,,,
437,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,tf,resources,executors_used_vcore_time,cr-ml-waf-dlr-agg-app,1565.847,,,,
438,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,file,volume,meta_numParts,cr-ml-waf-dlr-agg-app,0,,,,
439,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,tf,resources,num_spark_jobs,cr-ml-waf-dlr-agg-app,1,,,,
440,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,file,volume,meta_numOutputRows,cr-ml-waf-dlr-agg-app,212946945,,,,
442,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,file,volume,meta_numFiles,cr-ml-waf-dlr-agg-app,300,,,,
443,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,file,volume,meta_numOutputBytes,cr-ml-waf-dlr-agg-app,6306932723,,,,
444,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,tf,resources,num_spark_stages,cr-ml-waf-dlr-agg-app,1,,,,
445,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,tf,resources,num_spark_tasks,cr-ml-waf-dlr-agg-app,300,,,,
446,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,table,schema,schema_cnt,cr-ml-waf-dlr-agg-app,74,,,,
447,abfss://cr-ml-pre-agg-waf-dlr@csicrprod.dfs.core.windows.net/data,table,schema,num_schema_changes,cr-ml-waf-dlr-agg-app,0,,,,
448,cr-ml-waf-dlr-agg-app,task,resources,num_tfs,cr-ml-waf-dlr-agg-app,2,,,,
449,cr-ml-waf-dlr-agg-app,task,time,task_idle_time,cr-ml-waf-dlr-agg-app,85.0499999523163,,,,
450,cr-ml-waf-dlr-agg-app,task,time,executors_idle_time,cr-ml-waf-dlr-agg-app,104.171999931335,,,,
485,cr-ml-waf-dlr-agg-app,task,environment,num_changed_params,cr-ml-waf-dlr-agg-app,3,,,,
527,gamora-waf-triggers-dlr-14,input_table,volume,meta_numOutputRows,cr-ml-waf-dlr-agg-app,3609529321,,,,
