key,value
kafka.poll.memory.size.hint,"{""value"":""3500000000000"",""black_listed"":false}"
kafka.poll.retry.num,"{""value"":""5"",""black_listed"":false}"
kafka.sasl.mechanism,"{""value"":""SCRAM-SHA-512"",""black_listed"":false}"
kafka.security.protocol,"{""value"":""SASL_SSL"",""black_listed"":false}"
kafka.seek.to.beginning,"{""value"":""false"",""black_listed"":false}"
kafka.username,"{""value"":""bootstrap-ajno5dmewwtaijvh"",""black_listed"":false}"
logical.hour.indentation,"{""value"":""4"",""black_listed"":false}"
max.url.length,"{""value"":""1000"",""black_listed"":false}"
min.requests.threshold,"{""value"":""0"",""black_listed"":false}"
output.base.prefix,"{""value"":""data"",""black_listed"":false}"
output.blob.client.id,"{""value"":""d66d2efb-bdf8-48c0-b6e1-33a644bf2c50"",""black_listed"":false}"
output.blob.client.secret,"{""value"":""*****"",""black_listed"":false}"
output.blob.container.name,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
output.blob.storage.endpoint,"{""value"":""https://csicrprod.blob.core.windows.net/cr-ml-pre-agg-b4"",""black_listed"":false}"
output.blob.storage.name,"{""value"":""csicrprod"",""black_listed"":false}"
output.blob.tenant.id,"{""value"":""514876bd-5965-4b40-b0c8-e336cf72c743"",""black_listed"":false}"
output.linode.encryption.key.enabled,"{""value"":""true"",""black_listed"":false}"
output.storage.client.class,"{""value"":""com.akamai.csi.guardian.knowhere.storage.azure.BlobStorageClientImpl"",""black_listed"":false}"
path.set.max.size,"{""value"":""380000"",""black_listed"":false}"
repartition.before.aggregation,"{""value"":""true"",""black_listed"":false}"
req.id.set.max.size,"{""value"":""5000"",""black_listed"":false}"
salting.factor,"{""value"":""5"",""black_listed"":false}"
scala.version,"{""value"":""2.13.18"",""black_listed"":false}"
spark.app.name,"{""value"":""cr-ml-b4-agg-app"",""black_listed"":false}"
spark.decommission.enabled,"{""value"":""true"",""black_listed"":false}"
spark.definity.server,"{""value"":""https://internal-front-definity-ai.infra.aks.prod.akamaicsi.net"",""black_listed"":false}"
spark.driver.blockManager.port,"{""value"":""7079"",""black_listed"":false}"
spark.driver.cores,"{""value"":""2"",""black_listed"":false}"
spark.driver.extraClassPath,"{""value"":""local:///definity/definity-spark-agent.jar"",""black_listed"":false}"
spark.driver.extraJavaOptions,"{""value"":""-Djava.net.preferIPv6Addresses=false -XX:+IgnoreUnrecognizedVMOptions --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.invoke=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/jdk.internal.ref=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.cs=ALL-UNNAMED --add-opens=java.base/sun.security.action=ALL-UNNAMED --add-opens=java.base/sun.util.calendar=ALL-UNNAMED --add-opens=java.security.jgss/sun.security.krb5=ALL-UNNAMED -Djdk.reflect.useDirectMethodHandle=false -javaagent:/opt/spark/work-dir/prometheus/jmx_prometheus_javaagent.jar=8090:/etc/metrics/conf/prometheus.yaml"",""black_listed"":false}"
spark.driver.memory,"{""value"":""8g"",""black_listed"":false}"
spark.driver.memoryOverhead,"{""value"":""2048m"",""black_listed"":false}"
spark.dynamicAllocation.enabled,"{""value"":""false"",""black_listed"":false}"
spark.executor.cores,"{""value"":""5"",""black_listed"":false,""distinct_values_count"":2}"
spark.executor.decommission.forceKillTimeout,"{""value"":""250s"",""black_listed"":false}"
spark.executor.extraClassPath,"{""value"":""local:///definity/definity-spark-agent.jar"",""black_listed"":false}"
spark.executor.extraJavaOptions,"{""value"":""-Djava.net.preferIPv6Addresses=false -XX:+IgnoreUnrecognizedVMOptions --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.invoke=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/jdk.internal.ref=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.cs=ALL-UNNAMED --add-opens=java.base/sun.security.action=ALL-UNNAMED --add-opens=java.base/sun.util.calendar=ALL-UNNAMED --add-opens=java.security.jgss/sun.security.krb5=ALL-UNNAMED -Djdk.reflect.useDirectMethodHandle=false -javaagent:/opt/spark/work-dir/prometheus/jmx_prometheus_javaagent.jar=8090:/etc/metrics/conf/prometheus.yaml"",""black_listed"":false}"
spark.executor.heartbeatInterval,"{""value"":""20s"",""black_listed"":false}"
spark.executor.id,"{""value"":""driver"",""black_listed"":false}"
spark.executor.instances,"{""value"":""200"",""black_listed"":false,""distinct_values_count"":2}"
spark.executor.memory,"{""value"":""52g"",""black_listed"":false}"
spark.executor.memoryOverhead,"{""value"":""5g"",""black_listed"":false}"
spark.hadoop.fs.azure.account.auth.type,"{""value"":""OAuth"",""black_listed"":false}"
spark.hadoop.fs.azure.account.oauth2.client.endpoint,"{""value"":""https://login.microsoftonline.com/514876bd-5965-4b40-b0c8-e336cf72c743/oauth2/token"",""black_listed"":false}"
spark.hadoop.fs.azure.account.oauth2.client.id,"{""value"":""d66d2efb-bdf8-48c0-b6e1-33a644bf2c50"",""black_listed"":false}"
spark.hadoop.fs.azure.account.oauth2.client.secret,"{""value"":""*****"",""black_listed"":false}"
spark.hadoop.fs.azure.account.oauth.provider.type,"{""value"":""org.apache.hadoop.fs.azurebfs.oauth2.ClientCredsTokenProvider"",""black_listed"":false}"
spark.hadoop.fs.s3a.bucket.all.committer.magic.enabled,"{""value"":""true"",""black_listed"":false}"
spark.hadoop.fs.s3a.committer.magic.enabled,"{""value"":""true"",""black_listed"":false}"
spark.hadoop.fs.s3a.committer.name,"{""value"":""magic"",""black_listed"":false}"
spark.hadoop.fs.s3a.impl,"{""value"":""org.apache.hadoop.fs.s3a.S3AFileSystem"",""black_listed"":false}"
spark.hadoop.fs.s3a.path.style.access,"{""value"":""true"",""black_listed"":false}"
spark.hadoop.fs.s3a.server-side-encryption-algorithm,"{""value"":""SSE-C"",""black_listed"":false}"
spark.hadoop.mapreduce.outputcommitter.factory.scheme.s3a,"{""value"":""org.apache.hadoop.fs.s3a.commit.S3ACommitterFactory"",""black_listed"":false}"
spark.kubernetes.authenticate.driver.serviceAccountName,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false,""distinct_values_count"":2}"
spark.kubernetes.authenticate.executor.serviceAccountName,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false,""distinct_values_count"":2}"
spark.kubernetes.container.image,"{""value"":""csiprd.azurecr.io/com.akamai.csi.reputation.ml/cr-ml-b4-pre-agg:1.0.0.174"",""black_listed"":false,""distinct_values_count"":2}"
spark.kubernetes.container.image.pullPolicy,"{""value"":""IfNotPresent"",""black_listed"":false}"
spark.kubernetes.container.image.pullSecrets,"{""value"":""*****"",""black_listed"":false}"
spark.kubernetes.driver.annotation.autoscaling.cast.ai/removal-disabled,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.driver.annotation.prometheus.io/path,"{""value"":""/metrics"",""black_listed"":false}"
spark.kubernetes.driver.annotation.prometheus.io/port,"{""value"":""8090"",""black_listed"":false}"
spark.kubernetes.driver.annotation.prometheus.io/scrape,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.driver.container.image,"{""value"":""csiprd.azurecr.io/com.akamai.csi.reputation.ml/cr-ml-b4-pre-agg:1.0.0.174"",""black_listed"":false,""distinct_values_count"":2}"
spark.kubernetes.driver.label.app,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
spark.kubernetes.driver.label.sparkoperator.k8s.io/app-name,"{""value"":""cr-ml-pre-agg-b4-1788678060000798511"",""black_listed"":true}"
spark.kubernetes.driver.label.sparkoperator.k8s.io/launched-by-spark-operator,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.driver.label.sparkoperator.k8s.io/mutated-by-spark-operator,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.driver.label.sparkoperator.k8s.io/scheduled-app-name,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
spark.kubernetes.driver.label.version,"{""value"":""3.5.1"",""black_listed"":false}"
spark.kubernetes.driver.label.workloads.cast.ai/custom-workload,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
spark.kubernetes.driver.limit.cores,"{""value"":""2400m"",""black_listed"":false}"
spark.kubernetes.driver.pod.name,"{""value"":""cr-ml-pre-agg-b4-1788678060000798511-driver"",""black_listed"":true}"
spark.kubernetes.driver.podTemplateContainerName,"{""value"":""spark-kubernetes-driver"",""black_listed"":false}"
spark.kubernetes.driver.podTemplateFile,"{""value"":""/tmp/spark/614f94c2-cfc0-4680-93e4-26954b96ebdc/driver-pod-template.yaml"",""black_listed"":true}"
spark.kubernetes.executor.annotation.prometheus.io/path,"{""value"":""/metrics"",""black_listed"":false}"
spark.kubernetes.executor.annotation.prometheus.io/port,"{""value"":""8090"",""black_listed"":false}"
spark.kubernetes.executor.annotation.prometheus.io/scrape,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.executor.container.image,"{""value"":""csiprd.azurecr.io/com.akamai.csi.reputation.ml/cr-ml-b4-pre-agg:1.0.0.174"",""black_listed"":false,""distinct_values_count"":2}"
spark.kubernetes.executor.label.app,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
spark.kubernetes.executor.label.sparkoperator.k8s.io/app-name,"{""value"":""cr-ml-pre-agg-b4-1788678060000798511"",""black_listed"":true}"
spark.kubernetes.executor.label.sparkoperator.k8s.io/launched-by-spark-operator,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.executor.label.sparkoperator.k8s.io/mutated-by-spark-operator,"{""value"":""true"",""black_listed"":false}"
spark.kubernetes.executor.label.sparkoperator.k8s.io/scheduled-app-name,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
spark.kubernetes.executor.label.version,"{""value"":""3.5.1"",""black_listed"":false}"
spark.kubernetes.executor.label.workloads.cast.ai/custom-workload,"{""value"":""cr-ml-pre-agg-b4"",""black_listed"":false}"
spark.kubernetes.executor.limit.cores,"{""value"":""6000m"",""black_listed"":false}"
spark.kubernetes.executor.podTemplateContainerName,"{""value"":""spark-kubernetes-executor"",""black_listed"":false}"
spark.kubernetes.executor.podTemplateFile,"{""value"":""/opt/spark/pod-template/pod-spec-template.yml"",""black_listed"":false}"
spark.kubernetes.memoryOverheadFactor,"{""value"":""0.1"",""black_listed"":false}"
spark.kubernetes.namespace,"{""value"":""spark-apps"",""black_listed"":false}"
spark.kubernetes.resource.type,"{""value"":""java"",""black_listed"":false}"
spark.kubernetes.submission.waitAppCompletion,"{""value"":""false"",""black_listed"":false}"
spark.kubernetes.submitInDriver,"{""value"":""true"",""black_listed"":false}"
spark.locality.wait,"{""value"":""0s"",""black_listed"":false}"
spark.memory.fraction,"{""value"":""0.8"",""black_listed"":false}"
spark.memory.storageFraction,"{""value"":""0.5"",""black_listed"":false}"
spark.metrics.conf,"{""value"":""/etc/metrics/conf/metrics.properties"",""black_listed"":false}"
spark.metrics.namespace,"{""value"":""cr-ml-b4-pre-agg"",""black_listed"":false}"
spark.plugins,"{""value"":""ai.definity.spark.plugin.DefinitySparkPlugin"",""black_listed"":false}"
spark.scheduler.maxPendingTasks,"{""value"":""1"",""black_listed"":false}"
spark.sql.adaptive.coalescePartitions.enabled,"{""value"":""true"",""black_listed"":false}"
spark.sql.adaptive.enabled,"{""value"":""true"",""black_listed"":false}"
spark.sql.avro.compression.codec,"{""value"":""deflate"",""black_listed"":false}"
spark.sql.avro.deflate.level,"{""value"":""7"",""black_listed"":false}"
spark.sql.execution.useObjectHashAggregateExec,"{""value"":""true"",""black_listed"":false}"
spark.sql.legacy.allowUntypedScalaUDF,"{""value"":""true"",""black_listed"":false}"
spark.sql.objectHashAggregate.sortBased.fallbackThreshold,"{""value"":""10000000"",""black_listed"":false}"
spark.sql.parquet.output.committer.class,"{""value"":""org.apache.spark.internal.io.cloud.BindingParquetOutputCommitter"",""black_listed"":false}"
spark.sql.session.timeZone,"{""value"":""UTC"",""black_listed"":false}"
spark.sql.shuffle.partitions,"{""value"":""20000"",""black_listed"":false}"
spark.sql.sources.commitProtocolClass,"{""value"":""org.apache.spark.internal.io.cloud.PathOutputCommitProtocol"",""black_listed"":false}"
spark.sql.write.partitions,"{""value"":""500"",""black_listed"":false}"
spark.stage.maxConsecutiveAttempts,"{""value"":""6"",""black_listed"":false}"
spark.storage.decommission.enabled,"{""value"":""true"",""black_listed"":false}"
spark.storage.decommission.rddBlocks.enabled,"{""value"":""true"",""black_listed"":false}"
spark.storage.decommission.shuffleBlocks.enabled,"{""value"":""true"",""black_listed"":false}"
spark.submit.deployMode,"{""value"":""client"",""black_listed"":false}"
spark.submit.pyFiles,"{""value"":"""",""black_listed"":false}"
spark.task.maxFailures,"{""value"":""8"",""black_listed"":false}"
spark.version,"{""value"":""3.5.7"",""black_listed"":false}"
thread.sleep.ms,"{""value"":""40000"",""black_listed"":false}"
waf.account.list,"{""value"":""AANA-5KM3QQ,1-40V5,1-40SFN"",""black_listed"":false}"
spark.kubernetes.driver.annotation.profiling.alloy.io/enabled,"{""value"":""true"",""black_listed"":null}"
spark.kubernetes.executor.annotation.instrumentation.opentelemetry.io/inject-java,"{""value"":""monitoring/opentelemetry-kube-stack"",""black_listed"":null}"
spark.kubernetes.executor.annotation.profiling.alloy.io/enabled,"{""value"":""true"",""black_listed"":null}"
spark.kubernetes.driver.annotation.instrumentation.opentelemetry.io/inject-java,"{""value"":""monitoring/opentelemetry-kube-stack"",""black_listed"":null}"
