metric_id,asset_name,asset_type,metric_group_type,metric_type,task_name,metric_value,asset_value,count_tests,count_open_alerts,count_breaking_alerts
181,polaris-bhv4-100,task,resources,num_tfs,polaris-bhv4-100,8,,,,
182,polaris-bhv4-100,task,time,task_idle_time,polaris-bhv4-100,113.174999952316,,,,
190,polaris-bhv4-100,task,environment,num_changed_params,polaris-bhv4-100,0,,,,
191,polaris-bhv4-100,task,time,sla,polaris-bhv4-100,3600.054,,1,,
193,abfss://data@bh4100prod.dfs.core.windows.net/delta,tf,time,duration,polaris-bhv4-100,1427,,1,,
194,abfss://data@bh4100prod.dfs.core.windows.net/delta,tf,resources,num_spark_stages,polaris-bhv4-100,2,,,,
195,abfss://data@bh4100prod.dfs.core.windows.net/delta,tf,resources,num_spark_jobs,polaris-bhv4-100,2,,,,
196,abfss://data@bh4100prod.dfs.core.windows.net/delta,tf,resources,num_spark_tasks,polaris-bhv4-100,20260,,,,
197,gamora-behavioral4,input_table,volume,meta_numOutputRows,polaris-bhv4-100,28382846892,,1,,
198,abfss://data@bh4100prod.dfs.core.windows.net/delta,table,volume,meta_numPartitions,polaris-bhv4-100,18,,1,,
199,abfss://data@bh4100prod.dfs.core.windows.net/delta,tf,resources,executors_used_vcore_time,polaris-bhv4-100,473708.435,,,,
200,abfss://data@bh4100prod.dfs.core.windows.net/delta,table,schema,schema_cnt,polaris-bhv4-100,30,,1,,
201,abfss://data@bh4100prod.dfs.core.windows.net/delta,table,schema,num_schema_changes,polaris-bhv4-100,0,,1,,
202,polaris-bhv4-100,task,time,executors_idle_time,polaris-bhv4-100,130.057000160217,,,,
